2022-11-03 17:51:27.040 | INFO     | __main__:iterate_page:54 -  The  1 element is :
2022-11-03 17:51:32.753 | INFO     | __main__:get_web_content:113 - {'name': 'Mogies', 'mint_date': '20221021000000', 'image_url': 'https://global-uploads.webflow.com/61a98989a418f6f2acefef70/633ed1df27d4791bd9b9a918_webp.webp', 'belong_chain': 'Ethereum', 'official_release_price': '1', 'presale_date': '', 'item_number': '1923', 'type': 'Metaverse', 'twitter_user_name': 'https://twitter.com/mogulofficial_', 'twitter_followers': '150 K', 'discord_channel_name': 'https://discord.gg/MogulProductions', 'discord_member': '29 K', 'home_page': 'https://my.mogulproductions.com/platform/mogie', 'description': 'Mogies is an NFT collection of 1923 NFTs inspired by the last 100 years of Hollywood characters and personalities in celebration of the 100 year anniversary of the Hollywood sign being erected. This is to pay homage to the top entertainers and creators that helped Hollywood what it is today, and create a standard for the next 100 years of filmmaking that will occur within Film3 - a movement spearheaded by Mogul and our community to empower creators to create movies and content in more fan exclusive ways using blockchain technology. Mogul is where movies meet blockchain through DeFi and NFTs - and now, the Metaverse through Mogies and Mogieland.\nEnter Mogies - the characters of the Metaverse.', 'is_valid': 'false'}
2022-11-03 17:51:32.830 | INFO     | __main__:add_to_DB:128 - 第1条数据插入数据库完成！,数据库ID为：63638f24f1200c8171f32a2d
2022-11-03 17:51:32.833 | INFO     | __main__:iterate_page:54 -  The  2 element is :
2022-11-03 18:05:13.928 | INFO     | __main__:iterate_page:54 -  The  1 element is :
2022-11-03 18:05:15.477 | INFO     | __main__:get_web_content:113 - {'name': 'Mogies', 'mint_date': '20221021000000', 'image_url': 'https://global-uploads.webflow.com/61a98989a418f6f2acefef70/633ed1df27d4791bd9b9a918_webp.webp', 'belong_chain': 'Ethereum', 'official_release_price': '1', 'presale_date': '', 'item_number': '1923', 'type': 'Metaverse', 'twitter_user_name': 'https://twitter.com/mogulofficial_', 'twitter_followers': '150 K', 'discord_channel_name': 'https://discord.gg/MogulProductions', 'discord_member': '29 K', 'home_page': 'https://my.mogulproductions.com/platform/mogie', 'description': 'Mogies is an NFT collection of 1923 NFTs inspired by the last 100 years of Hollywood characters and personalities in celebration of the 100 year anniversary of the Hollywood sign being erected. This is to pay homage to the top entertainers and creators that helped Hollywood what it is today, and create a standard for the next 100 years of filmmaking that will occur within Film3 - a movement spearheaded by Mogul and our community to empower creators to create movies and content in more fan exclusive ways using blockchain technology. Mogul is where movies meet blockchain through DeFi and NFTs - and now, the Metaverse through Mogies and Mogieland.\nEnter Mogies - the characters of the Metaverse.', 'is_valid': 'false'}
2022-11-03 18:05:15.580 | INFO     | __main__:add_to_DB:131 - 第1条数据插入数据库失败。已经有1条数据插入失败！
2022-11-03 18:05:15.580 | INFO     | __main__:iterate_page:54 -  The  2 element is :
2022-11-03 18:05:21.095 | INFO     | __main__:get_web_content:113 - {'name': 'Baby Shark - Fall Edition', 'mint_date': '20221109000000', 'image_url': 'https://global-uploads.webflow.com/61a98989a418f6f2acefef70/635154b2986d432e6ac28ccb_webp.webp', 'belong_chain': 'USD', 'pre_release_price': '110', 'presale_date': '20221108000000', 'item_number': '10000', 'type': 'Collectible', 'twitter_user_name': 'https://twitter.com/nft_babyshark', 'twitter_followers': '2.9 K', 'discord_channel_name': 'https://discord.gg/babyshark', 'discord_member': '8.6 K', 'home_page': 'https://nft.babyshark.com', 'description': 'From the creators of the cultural phenomenon Baby Shark, Baby Shark: Collection No. 2 is a generative art collection of 10,000 unique NFTs featuring each member of the beloved shark family: Baby Shark, Mommy Shark, Daddy Shark, Grandma Shark, and Grandpa Shark. Baby Shark: Collection No. 2 is a series released in three separate parts: Spring/Summer, Fall, and Winter, culminating in a complete 10K collectible project with certain traits that will only be available during each edition drop... Presale Registration: https://bit.ly/3DJc2rz (Closing 11/8 at 3:30 pm PST)', 'is_valid': 'false'}
2022-11-03 18:05:21.124 | INFO     | __main__:add_to_DB:128 - 第2条数据插入数据库完成！,数据库ID为：63639261d0e3758c0ee8b24f
2022-11-03 18:05:21.125 | INFO     | __main__:iterate_page:54 -  The  3 element is :
2022-11-03 18:06:26.662 | INFO     | __main__:iterate_page:54 -  The  1 element is :
2022-11-03 18:06:32.234 | INFO     | __main__:get_web_content:113 - {'name': 'Mogies', 'mint_date': '20221021000000', 'image_url': 'https://global-uploads.webflow.com/61a98989a418f6f2acefef70/633ed1df27d4791bd9b9a918_webp.webp', 'belong_chain': 'Ethereum', 'official_release_price': '1', 'item_number': '1923', 'type': 'Metaverse', 'twitter_user_name': 'https://twitter.com/mogulofficial_', 'twitter_followers': '150 K', 'discord_channel_name': 'https://discord.gg/MogulProductions', 'discord_member': '29 K', 'home_page': 'https://my.mogulproductions.com/platform/mogie', 'description': 'Mogies is an NFT collection of 1923 NFTs inspired by the last 100 years of Hollywood characters and personalities in celebration of the 100 year anniversary of the Hollywood sign being erected. This is to pay homage to the top entertainers and creators that helped Hollywood what it is today, and create a standard for the next 100 years of filmmaking that will occur within Film3 - a movement spearheaded by Mogul and our community to empower creators to create movies and content in more fan exclusive ways using blockchain technology. Mogul is where movies meet blockchain through DeFi and NFTs - and now, the Metaverse through Mogies and Mogieland.\nEnter Mogies - the characters of the Metaverse.', 'is_valid': 'false'}
2022-11-03 18:06:32.292 | INFO     | __main__:add_to_DB:131 - 第1条数据插入数据库失败。已经有1条数据插入失败！
2022-11-03 18:06:32.293 | INFO     | __main__:iterate_page:54 -  The  2 element is :
